system_id,receptor_name,g_protein_family,pocket_id,n_voxels,mean_freq,is_orthosteric,is_peptide_proximal,peptide_control,peptide_site_recovered,best_peptide_site_freq,location,zone_public_label,receptor_generic_numbers,pocket_record_status,pocket_record_reason,schema_version
Gi_7F8V,Gastrin/cholecystokinin type B receptor,Gi,7.0,12.0,0.868,False,False,True,True,0.89,interface,intracellular/transducer interface,6.32x32;6.33x33;6.36x36;6.37x37;8.47x47,available_detected_pocket,,1.1
Gi_7F8V,Gastrin/cholecystokinin type B receptor,Gi,4.0,10.0,0.856,False,False,True,True,0.89,receptor,membrane-facing,3.49x49;4.41x41;4.45x45;4.49x49,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,0.0,786.0,0.908,False,False,True,True,0.943,interface,intracellular/transducer interface,1.59x59;1.60x60;12.48x48;12.49x49;12.50x50;12.51x51;2.37x37;2.38x38;2.39x39;2.41x41;2.42x42;3.49x49;3.52x52;3.53x53;34.53x53;34.54x54;34.57x57;4.38x38;4.39x39;4.40x40;4.41x41;4.42x42;4.45x45;6.29x29;8.47x47;8.49x49,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,2.0,596.0,0.937,False,False,True,True,0.943,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,1.0,152.0,0.875,False,False,True,True,0.943,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,4.0,141.0,0.943,True,True,True,True,0.943,receptor,orthosteric,2.63x63;2.67x67;3.29x29;3.33x33;4.63x64;45.51x51;45.52x52;5.36x36;5.39x39;5.40x40;5.43x43;6.50x50;6.51x51;6.54x54;6.55x55;6.56x56;6.58x58;7.31x30;7.32x31;7.34x33;7.35x34;7.38x37,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,6.0,54.0,0.88,False,False,True,True,0.943,receptor,intracellular/transducer interface,5.55x55;5.58x58;5.59x59;5.62x62;5.63x63;5.65x65;5.66x66;6.27x27;6.30x30;6.31x31;6.34x34;6.35x35;6.37x37;6.38x38,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,9.0,32.0,0.872,False,False,True,True,0.943,interface,intracellular/transducer interface,1.59x59;8.56x56,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,7.0,25.0,0.862,False,False,True,True,0.943,receptor,membrane-facing,2.50x50;2.53x53;3.36x36;3.43x43;6.44x44;6.48x48;7.42x41;7.45x45;7.46x46;7.49x49,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,5.0,11.0,0.876,False,False,True,True,0.943,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,3.0,8.0,0.866,False,False,True,True,0.943,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7NA7,Growth hormone secretagogue receptor type 1,Gi,8.0,3.0,0.854,True,True,True,True,0.943,other,orthosteric,,available_detected_pocket,,1.1
Gi_7QVM,Oxytocin receptor,Gi,7.0,588.0,0.909,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7QVM,Oxytocin receptor,Gi,6.0,562.0,0.91,False,,False,,,interface,intracellular/transducer interface,3.50x50;5.58x58;5.68x68;6.30x30;6.31x31;6.32x32;6.33x33;6.34x34;6.35x35;6.36x36;6.37x37;6.40x40;7.52x52;7.53x53;7.56x56;8.47x47,available_detected_pocket,,1.1
Gi_7QVM,Oxytocin receptor,Gi,1.0,530.0,0.936,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7QVM,Oxytocin receptor,Gi,5.0,102.0,0.896,False,,False,,,receptor,intracellular/transducer interface,2.38x38;3.48x48;3.49x49;3.50x50;3.52x52;3.53x53;4.42x42,available_detected_pocket,,1.1
Gi_7QVM,Oxytocin receptor,Gi,4.0,66.0,0.878,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7QVM,Oxytocin receptor,Gi,2.0,55.0,0.891,False,,False,,,receptor,extracellular vestibule,45.51x51,available_detected_pocket,,1.1
Gi_7QVM,Oxytocin receptor,Gi,0.0,17.0,0.866,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7QVM,Oxytocin receptor,Gi,3.0,14.0,0.861,False,,False,,,receptor,extracellular vestibule,1.42x42;7.40x39;7.41x40;7.42x41;7.43x42;7.44x43,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,2.0,568.0,0.939,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,9.0,372.0,0.912,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,3.0,260.0,0.932,False,,False,,,receptor,extracellular vestibule,2.57x56;2.60x59;2.61x60;3.32x32;3.33x33;3.36x36;4.60x61;45.50x50;45.52x52;5.39x40;5.42x43;5.43x44;5.46x461;5.47x47;6.48x48;6.49x49;6.50x50;6.51x51;6.52x52;6.53x53;6.54x54;6.55x55;6.56x56;6.58x58;6.59x59;7.39x38;7.42x41;7.43x42,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,8.0,164.0,0.918,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,4.0,94.0,0.877,False,,False,,,receptor,intracellular/transducer interface,5.64x64;5.65x65;5.66x66;5.68x68;6.24x24;6.26x26;6.27x27;6.30x30,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,7.0,70.0,0.894,False,,False,,,interface,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;3.49x49;3.50x50;3.52x52;3.53x53;3.54x54,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,5.0,60.0,0.894,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,0.0,52.0,0.879,False,,False,,,interface,intracellular/transducer interface,3.50x50;6.32x32;6.33x33;6.36x36;7.52x52;7.53x53;7.54x54;7.56x56;8.47x47;8.50x50,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,1.0,43.0,0.886,False,,False,,,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,6.0,41.0,0.877,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7SQO,Orexin receptor type 2,Gi,10.0,7.0,0.86,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T10,Somatostatin receptor type 2,Gi,4.0,678.0,0.922,False,False,True,True,0.886,interface,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;2.40x40;2.43x43;3.53x53;34.50x50;34.51x51;34.52x52;34.53x53;34.54x54;34.55x55;34.57x57;4.38x38;4.39x39;8.49x49;8.50x50,available_detected_pocket,,1.1
Gi_7T10,Somatostatin receptor type 2,Gi,2.0,622.0,0.939,False,False,True,True,0.886,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T10,Somatostatin receptor type 2,Gi,6.0,562.0,0.916,False,False,True,True,0.886,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T10,Somatostatin receptor type 2,Gi,0.0,98.0,0.886,True,True,True,True,0.886,other,orthosteric,1.39x39;2.60x60;2.63x63;2.64x64;23.49x49;23.50x50;3.29x29;3.32x32;45.50x50;7.32x31;7.35x34;7.36x35;7.39x38,available_detected_pocket,,1.1
Gi_7T10,Somatostatin receptor type 2,Gi,5.0,77.0,0.876,False,False,True,True,0.886,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T10,Somatostatin receptor type 2,Gi,7.0,48.0,0.891,False,False,True,True,0.886,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T10,Somatostatin receptor type 2,Gi,3.0,35.0,0.881,False,False,True,True,0.886,other,other,,available_detected_pocket,,1.1
Gi_7T10,Somatostatin receptor type 2,Gi,1.0,9.0,0.865,True,True,True,True,0.886,other,orthosteric,5.35x36,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,1.0,574.0,0.907,False,,False,,,interface,intracellular/transducer interface,2.37x37;2.39x39;2.40x40;2.46x46;2.53x53;2.61x60;2.64x63;3.33x33;3.36x36;3.37x37;3.39x39;3.40x40;3.43x43;3.46x46;3.50x50;4.57x57;45.50x50;45.51x51;45.52x52;5.39x40;5.42x43;5.43x44;5.46x461;5.47x47;5.48x48;5.54x54;5.58x58;6.36x36;6.37x37;6.39x39;6.40x40;6.41x41;6.43x43;6.44x44;6.45x45;6.48x48;6.51x51;6.55x55;6.58x58;7.33x32;7.35x34;7.36x35;7.39x38;7.42x41;7.43x42;7.45x45;7.46x46;7.49x49;7.52x52;7.53x53;8.50x50,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,2.0,555.0,0.928,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,4.0,328.0,0.898,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,0.0,263.0,0.908,False,,False,,,receptor,membrane-facing,6.28x28;6.29x29;6.30x30,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,5.0,192.0,0.915,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,6.0,25.0,0.866,False,,False,,,receptor,membrane-facing,2.42x42;3.49x49;4.41x41;4.42x42;4.45x45,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,3.0,22.0,0.862,False,,False,,,receptor,membrane-facing,5.55x55;5.58x58;5.59x59,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,8.0,19.0,0.87,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,7.0,12.0,0.859,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7T96,Muscarinic acetylcholine receptor M2,Gi,9.0,3.0,0.858,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TS0,Corticotropin-releasing factor receptor 2,Gi,5.0,671.0,0.938,False,False,True,True,0.896,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TS0,Corticotropin-releasing factor receptor 2,Gi,0.0,636.0,0.911,False,False,True,True,0.896,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TS0,Corticotropin-releasing factor receptor 2,Gi,4.0,202.0,0.924,False,False,True,True,0.896,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TS0,Corticotropin-releasing factor receptor 2,Gi,3.0,68.0,0.886,False,False,True,True,0.896,interface,intracellular/transducer interface,1.61x61;2.44x44;2.46x46;2.47x47;2.50x50;7.56x56;7.57x57;7.58x58;8.49x49;8.50x50,available_detected_pocket,,1.1
Gi_7TS0,Corticotropin-releasing factor receptor 2,Gi,1.0,67.0,0.877,True,True,True,True,0.896,other,orthosteric,1.36x36,available_detected_pocket,,1.1
Gi_7TS0,Corticotropin-releasing factor receptor 2,Gi,2.0,45.0,0.896,True,True,True,True,0.896,other,orthosteric,2.60x60;3.36x36;3.40x40;3.44x44;5.39x39;5.40x40;5.43x43;6.53x53;7.46x45,available_detected_pocket,,1.1
Gi_7TS0,Corticotropin-releasing factor receptor 2,Gi,7.0,23.0,0.878,False,False,True,True,0.896,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TS0,Corticotropin-releasing factor receptor 2,Gi,6.0,13.0,0.859,False,False,True,True,0.896,receptor,intracellular/transducer interface,8.53x53;8.56x56;8.57x57;8.60x60,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,0.0,675.0,0.937,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,3.0,623.0,0.939,False,,False,,,receptor,membrane-facing,1.56x56;1.60x60;12.49x49;2.37x37;2.39x39;2.40x40;2.43x43;2.46x46;2.49x49;2.50x50;2.53x53;3.32x32;3.35x35;3.36x36;3.37x37;3.38x38;3.39x39;3.40x40;3.43x43;3.46x46;3.50x50;5.54x54;5.58x58;6.36x36;6.37x37;6.38x38;6.39x39;6.40x40;6.41x41;6.42x42;6.43x43;6.44x44;6.45x45;6.47x47;6.48x48;6.52x52;7.42x41;7.43x42;7.45x45;7.46x46;7.49x49;7.50x50;7.52x52;7.53x53;7.54x54;7.55x55;7.56x56,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,2.0,414.0,0.913,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,6.0,300.0,0.919,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,5.0,253.0,0.923,False,,False,,,receptor,extracellular vestibule,2.60x60;3.29x29;3.32x32;3.33x33;3.37x37;4.56x56;4.60x61;45.50x50;45.51x51;45.52x52;5.39x40;5.42x43;5.43x44;5.45x46;5.46x461;6.51x51;6.52x52;6.55x55;7.32x31;7.35x34;7.36x35;7.37x36;7.38x37;7.39x38;7.40x39;7.42x41,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,1.0,173.0,0.891,False,,False,,,interface,intracellular/transducer interface,6.29x29;6.32x32,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,4.0,94.0,0.895,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,10.0,38.0,0.898,False,,False,,,receptor,membrane-facing,3.41x41;3.44x44;3.45x45;3.48x48;4.49x49;5.49x49;5.50x50;5.53x53,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,7.0,12.0,0.861,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,9.0,7.0,0.866,False,,False,,,interface,intracellular/transducer interface,5.68x68;5.72x72,available_detected_pocket,,1.1
Gi_7TUZ,G-protein coupled receptor 183,Gi,8.0,4.0,0.864,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VDL,Mas-related G-protein coupled receptor member X2,Gi,5.0,826.0,0.952,False,False,True,True,0.865,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VDL,Mas-related G-protein coupled receptor member X2,Gi,0.0,709.0,0.925,False,False,True,True,0.865,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VDL,Mas-related G-protein coupled receptor member X2,Gi,2.0,522.0,0.927,False,False,True,True,0.865,g_protein,intracellular/transducer interface,34.54x54;6.29x29,available_detected_pocket,,1.1
Gi_7VDL,Mas-related G-protein coupled receptor member X2,Gi,3.0,245.0,0.921,False,False,True,True,0.865,interface,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;3.53x53;34.53x53;34.54x54;34.55x55;34.56x56;34.57x57,available_detected_pocket,,1.1
Gi_7VDL,Mas-related G-protein coupled receptor member X2,Gi,8.0,123.0,0.887,False,False,True,True,0.865,other,other,,available_detected_pocket,,1.1
Gi_7VDL,Mas-related G-protein coupled receptor member X2,Gi,4.0,24.0,0.872,False,False,True,True,0.865,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VDL,Mas-related G-protein coupled receptor member X2,Gi,6.0,18.0,0.869,False,False,True,True,0.865,interface,intracellular/transducer interface,1.60x60;1.61x61,available_detected_pocket,,1.1
Gi_7VDL,Mas-related G-protein coupled receptor member X2,Gi,7.0,16.0,0.865,True,True,True,True,0.865,receptor,orthosteric,2.63x63;2.64x64;2.67x67,available_detected_pocket,,1.1
Gi_7VDL,Mas-related G-protein coupled receptor member X2,Gi,1.0,11.0,0.864,False,False,True,True,0.865,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,4.0,653.0,0.92,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,0.0,566.0,0.925,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,3.0,281.0,0.926,False,,False,,,receptor,membrane-facing,1.45x45;1.46x46;1.49x49;1.50x50;1.53x53;12.50x50;12.51x51;2.37x37;2.38x38;2.39x39;2.40x40;2.43x43;2.46x46;2.47x47;2.50x50;3.43x43;3.46x46;3.49x49;3.50x50;3.53x53;34.53x53;7.45x45;7.46x46;7.47x47;7.48x48;7.49x49;7.50x50;7.51x51;7.52x52;7.53x53;7.54x54;7.55x55;7.56x56;8.47x47;8.49x49;8.50x50;8.54x54,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,1.0,268.0,0.915,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,6.0,220.0,0.944,False,,False,,,receptor,extracellular vestibule,3.29x29;3.32x32;3.33x33;3.36x36;3.37x37;4.56x56;4.57x57;4.60x61;45.50x50;45.51x51;45.52x52;5.38x39;5.39x40;5.42x43;5.43x44;5.46x461;6.48x48;6.51x51;6.52x52;6.54x54;6.55x55;6.56x56;6.58x58;7.39x38;7.42x41;7.43x42,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,8.0,218.0,0.909,False,,False,,,interface,intracellular/transducer interface,5.65x65;5.66x66;5.67x67;5.68x68;5.69x69;5.70x70;5.72x72;6.29x29;6.30x30;6.33x33;6.37x37,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,5.0,71.0,0.892,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,7.0,44.0,0.882,False,,False,,,receptor,membrane-facing,2.42x42;3.41x41;3.42x42;3.44x44;3.45x45;3.46x46;3.48x48;4.45x45;4.46x46;4.48x48;4.49x49;4.52x52,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,9.0,11.0,0.861,False,,False,,,interface,intracellular/transducer interface,34.50x50;34.51x51,available_detected_pocket,,1.1
Gi_7VGZ,Melatonin receptor type 1A,Gi,2.0,8.0,0.855,False,,False,,,receptor,membrane-facing,2.44x44;2.45x45;2.48x48,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,14.0,815.0,0.946,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,2.0,761.0,0.913,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,9.0,357.0,0.924,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,4.0,330.0,0.946,False,,False,,,receptor,extracellular vestibule,2.50x50;2.53x53;2.58x57;3.29x29;3.30x30;3.32x32;3.33x33;3.34x34;3.35x35;3.36x36;3.37x37;3.39x39;4.56x56;4.57x57;4.60x61;45.50x50;45.51x51;45.52x52;5.38x39;5.39x40;5.42x43;5.43x44;5.46x461;6.48x48;6.51x51;6.52x52;6.55x55;7.39x38;7.42x41;7.43x42;7.45x45;7.46x46;7.47x47;7.49x49,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,7.0,285.0,0.929,False,,False,,,receptor,membrane-facing,2.40x40;2.41x41;2.42x42;3.44x44;3.45x45;3.46x46;3.48x48;3.49x49;34.53x53;34.56x56;34.57x57;4.41x41;4.42x42;4.43x43;4.44x44;4.45x45;4.46x46;4.47x47;4.48x48;4.49x49;4.50x50;4.52x52,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,5.0,232.0,0.916,False,,False,,,interface,intracellular/transducer interface,5.65x65;5.69x69,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,10.0,175.0,0.917,False,,False,,,receptor,membrane-facing,1.45x45;1.46x46;1.48x48;1.49x49;1.50x50;1.53x53;2.40x40;2.43x43;2.44x44;2.46x46;2.47x47;2.50x50;3.50x50;7.46x46;7.49x49;7.50x50;7.51x51;8.50x50;8.51x51;8.54x54,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,13.0,128.0,0.881,False,,False,,,interface,intracellular/transducer interface,1.59x59;1.60x60;12.48x48;12.49x49;8.53x53;8.56x56,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,6.0,57.0,0.899,False,,False,,,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,1.0,37.0,0.882,False,,False,,,interface,intracellular/transducer interface,3.53x53;34.50x50;34.51x51;34.52x52,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,3.0,34.0,0.894,False,,False,,,receptor,extracellular vestibule,45.52x52;6.54x54;6.55x55;6.58x58;7.39x38,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,0.0,31.0,0.868,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,12.0,31.0,0.866,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,11.0,21.0,0.865,False,,False,,,interface,intracellular/transducer interface,34.57x57,available_detected_pocket,,1.1
Gi_7VH0,Melatonin receptor type 1B,Gi,8.0,7.0,0.868,False,,False,,,interface,intracellular/transducer interface,34.50x50;34.51x51;34.54x54,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,5.0,815.0,0.922,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,1.0,625.0,0.932,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,7.0,338.0,0.918,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,2.0,313.0,0.928,False,,False,,,receptor,extracellular vestibule,1.36x36;2.57x57;2.60x60;2.61x61;2.64x64;23.47x47;23.48x48;23.50x50;3.28x28;3.29x29;3.30x30;3.31x31;3.32x32;3.33x33;3.34x34;3.35x35;3.36x36;3.37x37;3.38x38;3.39x39;3.40x40;3.41x41;5.39x39;5.43x43;5.47x47;5.50x50;6.48x48;6.51x51;6.52x52;6.55x55;7.33x32;7.35x34;7.36x35;7.39x38;7.42x41,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,8.0,201.0,0.893,False,,False,,,interface,intracellular/transducer interface,5.65x65;5.69x69;6.28x28;6.29x29;6.30x30,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,0.0,108.0,0.889,False,,False,,,other,other,,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,3.0,73.0,0.902,False,,False,,,receptor,extracellular vestibule,3.26x26;3.27x27;3.31x31;3.34x34;4.54x54,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,4.0,68.0,0.878,False,,False,,,g_protein,intracellular/transducer interface,8.52x52,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,6.0,56.0,0.888,False,,False,,,receptor,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;3.53x53;3.56x56,available_detected_pocket,,1.1
Gi_7VIF,Sphingosine 1-phosphate receptor 1,Gi,9.0,15.0,0.858,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,8.0,841.0,0.94,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,5.0,498.0,0.927,False,,False,,,receptor,membrane-facing,2.50x50;2.53x53;2.60x60;2.63x63;2.64x64;3.29x29;3.32x32;3.33x33;3.36x36;3.37x37;3.39x39;3.40x40;3.43x43;4.60x61;45.50x50;45.51x51;45.52x52;5.35x36;5.38x39;5.39x40;5.42x43;5.46x461;6.43x43;6.44x44;6.48x48;6.51x51;6.52x52;7.35x34;7.39x38;7.42x41;7.43x42;7.45x45;7.46x46;7.48x48;7.49x49;7.53x53,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,0.0,301.0,0.902,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,1.0,210.0,0.92,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,7.0,101.0,0.892,False,,False,,,interface,intracellular/transducer interface,3.50x50;7.54x54;7.56x56,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,3.0,66.0,0.89,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,2.0,14.0,0.871,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,9.0,13.0,0.858,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,4.0,12.0,0.883,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VKT,Leukotriene B4 receptor 1,Gi,6.0,11.0,0.867,False,,False,,,receptor,intracellular/transducer interface,3.50x50;6.36x36;7.52x52;7.53x53;7.56x56,available_detected_pocket,,1.1
Gi_7VL9,C-C chemokine receptor type 1,Gi,5.0,760.0,0.902,False,,False,,,interface,intracellular/transducer interface,2.37x37;2.39x39;2.40x40;34.54x54;34.57x57;6.29x29;8.48x48;8.49x49;8.50x50;8.52x52;8.53x53;8.56x56,available_detected_pocket,,1.1
Gi_7VL9,C-C chemokine receptor type 1,Gi,9.0,674.0,0.932,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gi_7VL9,C-C chemokine receptor type 1,Gi,3.0,662.0,0.92,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
